Text,lables
"I've tried a number of brands of canned dolmas (stuffed grape/vine leaves), and they vary in flavoring. The Roland brand is one of the best for the 'right' Greek flavor, not too bland, not too sweet, just nicely minty. Good lightly heated right out of the can, or with a lemon sauce.",Positive
"The flavor of this item is fantastic, however the packaging is horrible.  When it arrived 1/2 of the cups had broken open and spilled.  Contacted Amazon and they gave me a completely new order - Thanks Amazon!!!",Neutral
My cats are in love with the chicken. It looks and smells like cooked shredded chicken. This stuff is very good quality. I like how it is made with human grade freerange chicken and made in a human food facility. I will be buying again!,Positive
"good.<br />The bar-b-que style was on sale recently and we tried those, they seemed spicy for chips but quickly became addictive.<br /><br />These are greasy, salty and odd tasting.<br />Read the ingredients before buying.",Negative
"These are genuine Kasugai wasabi peas which are quite good, but the packages they shipped me are 3.06 oz instead of the 4.23 oz package pictured (or the 4 oz. shipping weight mentioned in the description).<br /><br />Keep this in mind if you are trying to shop on price.",Neutral
"You're probably wondering what this new flavor is like, well its basically peppermint with a touch of menthol. It is not as strong as the regular peppermint altoids.",Neutral
"I like this hemp milk a lot. It's available in my area at Bed Bath & Beyond for cheaper than the current Amazon price. In terms of taste, consistency, and flavor, this is a great product. It's smooth and delicious. To me, it tastes like soy milk and the hemp ingredients are not detectable. It goes great in coffee.<br /><br />One thing to be aware of, however, is the health claims of the product. The carton touts the high omega-6 content of this product and even shows a bar graph comparing it to soy milk and almond and rice milk. This product contains beneficial Omega-3 as well (found in things like fish oil an grains), but high omega-6 is not a good thing. Too much omega-6 can have negative effects on health because it is inflammatory. Most Americans already get too much omega-6 because it is very common in our diet (from plant oils). A University of Maryland Medical Center study found that Americans get 14-25x more omega-6 than omega-3 fatty acids.<br /><br />It is important to keep the ratio in balance, and some health researchers believe the optimal ratio is closer to 4:1 of omega-6 to omega-3 for lowering the risk for certain kinds of cancer. On PubMed, look for article ID: 12442909, ""The importance of the ratio of omega-6/omega-3 essential fatty acids.""",Positive
"This stuff is beyond gross.  It's seasoned with what tastes like rot, and tastes spoiled right out of the container.  You have been warned.",Negative
"If you can't drink regular coffee, and thought you 'd never enjoy a good cup of coffee again here's a good alternative. Kind of light on flavor, but smooth and no nasty aftertaste. And it smells good while it's brewing!",Positive
"Good flavor.  Coconut flavor is subtle and not overpowering.  In comparison, there is another coconut coffee by Green Mountain in which the coconut flavor is overdone in my opinion.",Positive
"i cant even eat it i tried it and almnost shrew up! threw 2 brand mnew jars away, this product is not food its like eating glue",Negative
"The texture of these candies is really nice -- soft and chewy, but not too chewy.  The flavor is just so-so though.  They aren't nearly as fruity as I'd like, and there isn't a big difference between the flavor of the different colors.  I used to get Brach's Sour Squirms, which were made with real fruit juice, but I think they stopped making them.  So I'm looking for a replacement, and this is not it.",Neutral
"I like this product. However, it is much cheaper at the local health food store which I can drive to. The price is too high.",Neutral
I stopped bying the Nespresso capsules here- it is a lot cheaper and faster on nespresso.com!<br />The coffee is the best- don't like to drink any other coffee anymore!,Negative
"My first impression: pears mixed with green beans????? Strange.  My second impression: convenient packaging? It was not more convenient than a jar in my opinion.<br />I tasted this first and was surprised that I did not gag--I can't stand most baby foods.  It really wasn't a terrible combination and the pear taste was a little stronger than the bean without being overwhelming.  As far as taste, the most important factor (the baby), reallyenjoyed the food.<br />I don't believe that having ""organic"" plastered all over the product should make the consumer feel safe.  The design of the product didn't bowl me over either and packaging in not biodegradeable.  I don't find this package any more convenient than traditional jars--and jars can be recycled.  In fact, once a baby is eating more (finishes a jar), the jar is more convenient since the baby can be fed directly from the jar.  IF hot water is available, a jar can be placed in it as easily as the pouch in order to warm the food.",Neutral
"When I came across this photo, I was highly disappointed. The set of 9 seasonings should be just $9.00, not $31.56. I've gone to the 99 cent store plenty of times and have seen these spices in their store for a dollar each. Total RIP OFF!",Negative
"The lollipops were cute and at a reasonable price.  The probelm was the wrapping had so much writing on it, that in order to see the pink and purple lollipops, I had to change all of the covers to clear little bags I bought at an art store.",Neutral
"The ingredients are good and my cat loves it. She's never walked away from it, so I was very surprised when my son's cats did. I decided to rate it from my cat's point of view.",Positive
"It tastes bad with a strong fishy odor. I can't swallow them. Trash it goes. But I can't believe many people give good rating to its taste. Is there something wrong with my taste buds? For people who agree with me, try this - Season Skinless and Boneless Sardines in Olive Oil - more expensive and smaller in size but taste really good.",Negative
"I have worked with 10 packets of the stuff over 3 months, different blenders, differnt types ice and I Cannot get it to the consistency/flavor of what I had in the store. It's tasty and is the best I can do, as I MISS the real thing. One tip: If you put the amount of ice it says on package it is way too watered down. Next time in Vegas or NY I will go get dessert MANY times as the home package just doesn't do it.",Positive
